0.25483,0.25835,0.25659,0.25483,0.26538,0.27241,0.29174,0.2478,0.27417,0.25132
0.20035,0.19156,0.19156,0.20387,0.18805,0.19684,0.19508,0.19156,0.20738,0.18453
0.14938,0.1529,0.13708,0.14763,0.15114,0.14236,0.14236,0.15817,0.1775,0.13357
0.11072,0.13181,0.10896,0.11775,0.11424,0.11599,0.10369,0.1406,0.14587,0.10193
0.091388,0.10193,0.098418,0.10018,0.086116,0.10193,0.086116,0.11072,0.12654,0.082601
0.080844,0.077329,0.091388,0.091388,0.084359,0.080844,0.065026,0.098418,0.11072,0.066784
0.075571,0.070299,0.077329,0.079086,0.065026,0.077329,0.065026,0.089631,0.091388,0.057996
0.066784,0.061511,0.070299,0.075571,0.057996,0.075571,0.057996,0.072056,0.077329,0.054482
0.054482,0.059754,0.059754,0.073814,0.059754,0.072056,0.045694,0.063269,0.077329,0.054482
0.049209,0.063269,0.054482,0.065026,0.061511,0.066784,0.042179,0.056239,0.068541,0.038664
0.052724,0.057996,0.052724,0.065026,0.049209,0.063269,0.036907,0.052724,0.061511,0.038664
0.043937,0.054482,0.059754,0.072056,0.045694,0.059754,0.038664,0.056239,0.059754,0.035149
0.040422,0.054482,0.056239,0.072056,0.045694,0.057996,0.035149,0.054482,0.063269,0.036907
0.040422,0.050967,0.054482,0.068541,0.050967,0.057996,0.035149,0.054482,0.063269,0.036907
0.038664,0.052724,0.050967,0.059754,0.047452,0.054482,0.035149,0.056239,0.057996,0.033392
0.042179,0.050967,0.052724,0.054482,0.043937,0.052724,0.036907,0.054482,0.059754,0.033392
0.042179,0.045694,0.050967,0.054482,0.045694,0.056239,0.036907,0.054482,0.057996,0.038664
0.042179,0.043937,0.050967,0.056239,0.047452,0.054482,0.040422,0.056239,0.057996,0.040422
0.042179,0.038664,0.047452,0.057996,0.045694,0.054482,0.035149,0.056239,0.059754,0.042179
0.038664,0.038664,0.047452,0.057996,0.047452,0.054482,0.035149,0.054482,0.059754,0.036907
0.038664,0.038664,0.052724,0.056239,0.043937,0.050967,0.040422,0.052724,0.054482,0.038664
0.036907,0.033392,0.047452,0.054482,0.042179,0.052724,0.042179,0.052724,0.052724,0.040422
0.040422,0.040422,0.045694,0.057996,0.042179,0.054482,0.040422,0.054482,0.047452,0.038664
0.038664,0.042179,0.045694,0.059754,0.038664,0.054482,0.040422,0.056239,0.045694,0.040422
0.038664,0.042179,0.045694,0.061511,0.036907,0.047452,0.038664,0.056239,0.047452,0.040422
0.038664,0.042179,0.045694,0.061511,0.040422,0.047452,0.040422,0.052724,0.047452,0.038664
0.042179,0.042179,0.045694,0.065026,0.042179,0.047452,0.040422,0.049209,0.042179,0.040422
0.040422,0.042179,0.043937,0.063269,0.043937,0.049209,0.036907,0.049209,0.047452,0.040422
0.040422,0.038664,0.043937,0.065026,0.038664,0.047452,0.038664,0.047452,0.045694,0.036907
0.038664,0.038664,0.045694,0.065026,0.036907,0.052724,0.036907,0.049209,0.045694,0.035149
0.038664,0.036907,0.045694,0.065026,0.035149,0.050967,0.036907,0.047452,0.043937,0.035149
0.038664,0.033392,0.043937,0.063269,0.036907,0.047452,0.040422,0.045694,0.047452,0.036907
0.038664,0.033392,0.040422,0.059754,0.033392,0.050967,0.040422,0.045694,0.047452,0.038664
0.038664,0.033392,0.040422,0.059754,0.033392,0.047452,0.042179,0.047452,0.047452,0.038664
0.038664,0.036907,0.042179,0.057996,0.033392,0.043937,0.040422,0.047452,0.045694,0.040422
0.036907,0.035149,0.040422,0.056239,0.031634,0.042179,0.038664,0.049209,0.043937,0.040422
0.042179,0.035149,0.040422,0.056239,0.033392,0.042179,0.040422,0.045694,0.043937,0.036907
0.043937,0.035149,0.042179,0.054482,0.033392,0.042179,0.033392,0.043937,0.043937,0.036907
0.042179,0.035149,0.040422,0.052724,0.035149,0.040422,0.033392,0.045694,0.043937,0.036907
0.040422,0.035149,0.042179,0.052724,0.035149,0.040422,0.02812,0.045694,0.045694,0.035149
0.038664,0.036907,0.043937,0.052724,0.036907,0.040422,0.031634,0.047452,0.045694,0.035149
0.036907,0.036907,0.043937,0.052724,0.035149,0.040422,0.031634,0.043937,0.047452,0.036907
0.035149,0.036907,0.042179,0.052724,0.035149,0.040422,0.033392,0.043937,0.047452,0.035149
0.033392,0.036907,0.042179,0.052724,0.035149,0.038664,0.031634,0.040422,0.047452,0.038664
0.040422,0.036907,0.042179,0.052724,0.035149,0.038664,0.029877,0.038664,0.047452,0.038664
0.038664,0.036907,0.040422,0.050967,0.035149,0.040422,0.029877,0.040422,0.047452,0.038664
0.038664,0.036907,0.040422,0.052724,0.035149,0.040422,0.029877,0.040422,0.043937,0.038664
0.036907,0.036907,0.040422,0.052724,0.033392,0.040422,0.029877,0.038664,0.043937,0.040422
0.038664,0.038664,0.042179,0.054482,0.033392,0.038664,0.029877,0.040422,0.042179,0.040422
0.040422,0.036907,0.043937,0.052724,0.033392,0.038664,0.02812,0.038664,0.040422,0.036907
0.040422,0.038664,0.043937,0.050967,0.036907,0.040422,0.029877,0.038664,0.040422,0.036907
0.038664,0.038664,0.045694,0.050967,0.035149,0.040422,0.031634,0.038664,0.043937,0.038664
0.038664,0.038664,0.045694,0.049209,0.040422,0.040422,0.033392,0.040422,0.043937,0.038664
0.036907,0.038664,0.042179,0.049209,0.036907,0.042179,0.031634,0.040422,0.043937,0.038664
0.036907,0.038664,0.043937,0.049209,0.035149,0.042179,0.031634,0.038664,0.043937,0.038664
0.036907,0.036907,0.043937,0.047452,0.035149,0.042179,0.031634,0.038664,0.042179,0.038664
0.036907,0.036907,0.043937,0.047452,0.035149,0.042179,0.031634,0.038664,0.040422,0.038664
0.038664,0.036907,0.045694,0.047452,0.035149,0.038664,0.033392,0.038664,0.036907,0.038664
0.038664,0.035149,0.043937,0.047452,0.036907,0.036907,0.033392,0.038664,0.036907,0.036907
0.038664,0.036907,0.045694,0.047452,0.033392,0.038664,0.033392,0.038664,0.036907,0.038664
0.036907,0.036907,0.045694,0.047452,0.035149,0.040422,0.033392,0.040422,0.036907,0.038664
0.038664,0.035149,0.045694,0.047452,0.036907,0.042179,0.033392,0.040422,0.038664,0.038664
0.038664,0.035149,0.045694,0.045694,0.038664,0.040422,0.033392,0.038664,0.038664,0.038664
0.038664,0.033392,0.043937,0.047452,0.038664,0.038664,0.033392,0.040422,0.043937,0.036907
0.036907,0.035149,0.045694,0.049209,0.036907,0.036907,0.033392,0.040422,0.043937,0.036907
0.038664,0.033392,0.045694,0.047452,0.038664,0.038664,0.033392,0.038664,0.042179,0.036907
0.038664,0.035149,0.045694,0.047452,0.040422,0.038664,0.033392,0.036907,0.042179,0.036907
0.036907,0.035149,0.043937,0.049209,0.038664,0.038664,0.033392,0.038664,0.042179,0.036907
0.035149,0.036907,0.045694,0.050967,0.036907,0.036907,0.033392,0.036907,0.043937,0.036907
0.036907,0.036907,0.045694,0.050967,0.036907,0.036907,0.033392,0.038664,0.042179,0.036907
0.036907,0.035149,0.043937,0.050967,0.036907,0.036907,0.033392,0.038664,0.035149,0.036907
0.036907,0.035149,0.045694,0.050967,0.038664,0.038664,0.033392,0.036907,0.035149,0.036907
0.038664,0.035149,0.045694,0.050967,0.036907,0.040422,0.033392,0.036907,0.033392,0.036907
0.038664,0.035149,0.045694,0.050967,0.036907,0.040422,0.035149,0.036907,0.036907,0.035149
0.038664,0.036907,0.043937,0.050967,0.036907,0.038664,0.035149,0.035149,0.038664,0.036907
0.038664,0.038664,0.042179,0.049209,0.038664,0.038664,0.035149,0.035149,0.036907,0.038664
0.038664,0.036907,0.043937,0.050967,0.036907,0.038664,0.035149,0.036907,0.036907,0.038664
0.038664,0.036907,0.042179,0.049209,0.036907,0.038664,0.035149,0.035149,0.036907,0.038664
0.038664,0.035149,0.042179,0.049209,0.036907,0.038664,0.035149,0.036907,0.038664,0.038664
0.036907,0.036907,0.043937,0.049209,0.036907,0.038664,0.031634,0.036907,0.038664,0.040422
0.036907,0.036907,0.042179,0.049209,0.036907,0.038664,0.033392,0.036907,0.038664,0.040422
0.035149,0.036907,0.043937,0.049209,0.036907,0.040422,0.033392,0.036907,0.036907,0.040422
0.035149,0.036907,0.045694,0.050967,0.036907,0.040422,0.033392,0.036907,0.038664,0.040422
0.036907,0.036907,0.047452,0.050967,0.035149,0.040422,0.031634,0.036907,0.040422,0.040422
0.036907,0.036907,0.047452,0.050967,0.033392,0.040422,0.031634,0.036907,0.036907,0.040422
0.036907,0.036907,0.047452,0.050967,0.035149,0.042179,0.033392,0.038664,0.040422,0.040422
0.036907,0.036907,0.047452,0.050967,0.035149,0.040422,0.033392,0.036907,0.040422,0.042179
0.036907,0.036907,0.047452,0.050967,0.035149,0.040422,0.033392,0.036907,0.040422,0.040422
0.036907,0.036907,0.045694,0.050967,0.036907,0.042179,0.035149,0.036907,0.040422,0.040422
0.035149,0.036907,0.047452,0.050967,0.036907,0.042179,0.038664,0.036907,0.043937,0.040422
0.036907,0.036907,0.043937,0.050967,0.035149,0.042179,0.038664,0.038664,0.043937,0.042179
0.035149,0.036907,0.045694,0.050967,0.035149,0.042179,0.036907,0.035149,0.043937,0.042179
0.035149,0.036907,0.045694,0.052724,0.036907,0.042179,0.036907,0.035149,0.042179,0.040422
0.035149,0.036907,0.042179,0.050967,0.036907,0.042179,0.036907,0.036907,0.040422,0.040422
0.035149,0.038664,0.042179,0.047452,0.036907,0.042179,0.036907,0.035149,0.038664,0.038664
0.036907,0.038664,0.043937,0.045694,0.038664,0.042179,0.036907,0.031634,0.038664,0.036907
0.036907,0.038664,0.043937,0.045694,0.036907,0.042179,0.036907,0.031634,0.040422,0.038664
0.036907,0.038664,0.043937,0.045694,0.035149,0.042179,0.036907,0.033392,0.040422,0.038664
0.036907,0.036907,0.043937,0.045694,0.036907,0.042179,0.036907,0.033392,0.042179,0.040422
0.036907,0.035149,0.043937,0.045694,0.036907,0.040422,0.035149,0.033392,0.040422,0.040422
0.036907,0.035149,0.043937,0.045694,0.038664,0.040422,0.036907,0.033392,0.043937,0.042179
0.036907,0.038664,0.045694,0.047452,0.038664,0.042179,0.036907,0.033392,0.042179,0.042179
0.036907,0.038664,0.043937,0.045694,0.036907,0.040422,0.036907,0.031634,0.042179,0.040422
0.036907,0.038664,0.042179,0.047452,0.036907,0.040422,0.036907,0.036907,0.042179,0.040422
0.036907,0.038664,0.040422,0.047452,0.036907,0.040422,0.035149,0.036907,0.042179,0.040422
0.036907,0.035149,0.040422,0.047452,0.038664,0.038664,0.035149,0.036907,0.040422,0.040422
0.036907,0.036907,0.038664,0.049209,0.036907,0.038664,0.035149,0.035149,0.043937,0.040422
0.036907,0.038664,0.040422,0.049209,0.035149,0.040422,0.035149,0.038664,0.040422,0.040422
0.036907,0.038664,0.040422,0.049209,0.035149,0.038664,0.035149,0.038664,0.036907,0.040422
0.036907,0.038664,0.040422,0.045694,0.036907,0.042179,0.036907,0.036907,0.040422,0.040422
0.036907,0.038664,0.042179,0.045694,0.036907,0.042179,0.036907,0.036907,0.038664,0.038664
0.036907,0.038664,0.042179,0.047452,0.036907,0.040422,0.036907,0.036907,0.035149,0.038664
0.036907,0.040422,0.042179,0.047452,0.036907,0.038664,0.036907,0.036907,0.035149,0.038664
0.036907,0.038664,0.042179,0.047452,0.036907,0.038664,0.035149,0.036907,0.035149,0.038664
0.038664,0.038664,0.045694,0.047452,0.036907,0.038664,0.035149,0.036907,0.036907,0.038664
0.038664,0.038664,0.043937,0.047452,0.036907,0.038664,0.035149,0.036907,0.036907,0.040422
0.038664,0.038664,0.043937,0.050967,0.036907,0.038664,0.035149,0.036907,0.035149,0.038664
0.038664,0.038664,0.042179,0.049209,0.036907,0.038664,0.035149,0.036907,0.035149,0.038664
0.038664,0.038664,0.038664,0.047452,0.035149,0.040422,0.036907,0.036907,0.035149,0.038664
0.038664,0.038664,0.038664,0.049209,0.035149,0.040422,0.036907,0.036907,0.036907,0.038664
0.038664,0.038664,0.038664,0.047452,0.035149,0.038664,0.035149,0.036907,0.036907,0.038664
0.036907,0.038664,0.038664,0.047452,0.035149,0.038664,0.036907,0.036907,0.033392,0.038664
0.036907,0.038664,0.038664,0.047452,0.035149,0.038664,0.036907,0.036907,0.033392,0.038664
0.036907,0.036907,0.038664,0.047452,0.035149,0.038664,0.035149,0.035149,0.033392,0.038664
0.036907,0.036907,0.038664,0.047452,0.035149,0.040422,0.036907,0.035149,0.035149,0.038664
0.040422,0.035149,0.036907,0.047452,0.035149,0.038664,0.036907,0.035149,0.035149,0.036907
0.042179,0.035149,0.038664,0.047452,0.035149,0.038664,0.036907,0.033392,0.035149,0.036907
0.042179,0.035149,0.036907,0.047452,0.035149,0.036907,0.036907,0.036907,0.036907,0.038664
0.040422,0.035149,0.036907,0.047452,0.035149,0.035149,0.038664,0.036907,0.038664,0.038664
0.042179,0.033392,0.036907,0.047452,0.033392,0.036907,0.038664,0.035149,0.040422,0.038664
0.042179,0.033392,0.038664,0.045694,0.033392,0.036907,0.038664,0.035149,0.040422,0.038664
0.042179,0.033392,0.038664,0.045694,0.033392,0.036907,0.038664,0.035149,0.038664,0.038664
0.042179,0.033392,0.036907,0.045694,0.033392,0.036907,0.036907,0.033392,0.036907,0.038664
0.042179,0.033392,0.036907,0.047452,0.035149,0.036907,0.036907,0.035149,0.038664,0.036907
0.042179,0.033392,0.036907,0.045694,0.035149,0.036907,0.036907,0.035149,0.035149,0.036907
0.042179,0.033392,0.036907,0.047452,0.035149,0.036907,0.036907,0.035149,0.035149,0.036907
0.042179,0.033392,0.036907,0.047452,0.035149,0.038664,0.036907,0.033392,0.035149,0.036907
0.042179,0.033392,0.038664,0.045694,0.035149,0.038664,0.036907,0.033392,0.035149,0.036907
0.042179,0.033392,0.038664,0.043937,0.035149,0.036907,0.038664,0.033392,0.035149,0.036907
0.040422,0.033392,0.038664,0.047452,0.036907,0.038664,0.038664,0.033392,0.035149,0.036907
0.040422,0.033392,0.038664,0.045694,0.038664,0.038664,0.038664,0.033392,0.036907,0.036907
0.040422,0.033392,0.038664,0.045694,0.042179,0.038664,0.038664,0.033392,0.038664,0.036907
0.040422,0.033392,0.036907,0.047452,0.038664,0.043937,0.038664,0.033392,0.038664,0.036907
0.040422,0.033392,0.036907,0.045694,0.036907,0.043937,0.038664,0.036907,0.040422,0.036907
0.040422,0.033392,0.036907,0.045694,0.035149,0.043937,0.038664,0.033392,0.040422,0.036907
0.040422,0.033392,0.036907,0.045694,0.035149,0.040422,0.038664,0.031634,0.038664,0.035149
0.042179,0.033392,0.035149,0.045694,0.035149,0.040422,0.035149,0.033392,0.038664,0.035149
0.040422,0.033392,0.036907,0.045694,0.035149,0.040422,0.035149,0.033392,0.038664,0.036907
0.042179,0.033392,0.036907,0.045694,0.035149,0.040422,0.035149,0.033392,0.040422,0.036907
0.042179,0.033392,0.038664,0.045694,0.033392,0.038664,0.035149,0.033392,0.042179,0.036907
0.042179,0.033392,0.038664,0.045694,0.033392,0.036907,0.035149,0.033392,0.042179,0.036907
0.043937,0.033392,0.040422,0.045694,0.033392,0.038664,0.036907,0.033392,0.038664,0.036907
0.042179,0.033392,0.038664,0.045694,0.033392,0.038664,0.035149,0.033392,0.040422,0.038664
0.042179,0.033392,0.038664,0.045694,0.035149,0.038664,0.035149,0.033392,0.038664,0.036907
0.043937,0.033392,0.038664,0.043937,0.035149,0.042179,0.033392,0.033392,0.040422,0.036907
0.043937,0.033392,0.035149,0.042179,0.033392,0.040422,0.033392,0.033392,0.038664,0.036907
0.043937,0.033392,0.035149,0.045694,0.035149,0.040422,0.031634,0.033392,0.036907,0.036907
0.043937,0.033392,0.033392,0.042179,0.035149,0.040422,0.031634,0.033392,0.038664,0.036907
0.043937,0.033392,0.033392,0.040422,0.036907,0.040422,0.033392,0.033392,0.040422,0.036907
0.043937,0.033392,0.033392,0.042179,0.035149,0.040422,0.033392,0.033392,0.040422,0.038664
0.042179,0.033392,0.033392,0.040422,0.035149,0.040422,0.033392,0.033392,0.038664,0.038664
0.042179,0.033392,0.035149,0.042179,0.035149,0.040422,0.033392,0.033392,0.038664,0.038664
0.042179,0.033392,0.033392,0.040422,0.035149,0.040422,0.033392,0.033392,0.038664,0.036907
0.042179,0.033392,0.035149,0.040422,0.035149,0.040422,0.033392,0.033392,0.036907,0.038664
0.042179,0.033392,0.035149,0.040422,0.035149,0.040422,0.033392,0.033392,0.036907,0.040422
0.042179,0.033392,0.036907,0.040422,0.035149,0.040422,0.033392,0.033392,0.036907,0.040422
0.042179,0.031634,0.036907,0.040422,0.035149,0.040422,0.033392,0.035149,0.038664,0.038664
0.042179,0.031634,0.036907,0.040422,0.035149,0.040422,0.033392,0.033392,0.038664,0.040422
0.042179,0.031634,0.036907,0.040422,0.035149,0.042179,0.033392,0.035149,0.036907,0.038664
0.042179,0.031634,0.036907,0.040422,0.036907,0.040422,0.033392,0.035149,0.033392,0.038664
0.042179,0.031634,0.036907,0.040422,0.036907,0.040422,0.033392,0.033392,0.031634,0.038664
0.042179,0.031634,0.036907,0.040422,0.036907,0.040422,0.035149,0.033392,0.033392,0.040422
0.040422,0.033392,0.036907,0.040422,0.038664,0.038664,0.033392,0.033392,0.033392,0.040422
0.040422,0.033392,0.036907,0.040422,0.038664,0.038664,0.031634,0.033392,0.033392,0.040422
0.042179,0.033392,0.038664,0.038664,0.038664,0.038664,0.031634,0.033392,0.033392,0.038664
0.042179,0.033392,0.038664,0.038664,0.038664,0.036907,0.031634,0.033392,0.033392,0.038664
0.042179,0.033392,0.038664,0.040422,0.040422,0.036907,0.031634,0.033392,0.033392,0.038664
0.042179,0.031634,0.038664,0.040422,0.038664,0.036907,0.031634,0.035149,0.033392,0.038664
0.042179,0.033392,0.040422,0.040422,0.038664,0.036907,0.031634,0.035149,0.033392,0.038664
0.040422,0.033392,0.038664,0.040422,0.038664,0.036907,0.033392,0.035149,0.033392,0.038664
0.042179,0.033392,0.038664,0.040422,0.040422,0.038664,0.033392,0.035149,0.033392,0.038664
0.042179,0.033392,0.038664,0.040422,0.038664,0.038664,0.033392,0.035149,0.033392,0.038664
0.042179,0.033392,0.040422,0.038664,0.038664,0.036907,0.035149,0.035149,0.033392,0.038664
0.040422,0.033392,0.038664,0.038664,0.038664,0.038664,0.035149,0.035149,0.033392,0.038664
0.040422,0.033392,0.038664,0.038664,0.038664,0.038664,0.035149,0.035149,0.033392,0.038664
0.040422,0.033392,0.038664,0.038664,0.038664,0.038664,0.033392,0.035149,0.033392,0.038664
0.040422,0.033392,0.038664,0.038664,0.038664,0.038664,0.033392,0.035149,0.033392,0.036907
0.042179,0.033392,0.038664,0.036907,0.038664,0.038664,0.033392,0.035149,0.036907,0.038664
0.042179,0.033392,0.038664,0.036907,0.036907,0.038664,0.033392,0.035149,0.036907,0.038664
0.040422,0.033392,0.038664,0.038664,0.036907,0.040422,0.031634,0.036907,0.036907,0.038664
0.040422,0.033392,0.036907,0.040422,0.036907,0.040422,0.031634,0.035149,0.035149,0.038664
0.042179,0.035149,0.038664,0.040422,0.036907,0.040422,0.031634,0.035149,0.035149,0.038664
0.042179,0.035149,0.038664,0.042179,0.036907,0.040422,0.033392,0.035149,0.036907,0.038664
0.042179,0.033392,0.038664,0.040422,0.036907,0.038664,0.031634,0.035149,0.036907,0.038664
0.042179,0.033392,0.040422,0.042179,0.035149,0.038664,0.035149,0.035149,0.036907,0.038664
0.042179,0.035149,0.040422,0.042179,0.036907,0.036907,0.031634,0.035149,0.036907,0.038664
0.042179,0.035149,0.040422,0.042179,0.036907,0.036907,0.031634,0.036907,0.036907,0.038664
0.043937,0.035149,0.040422,0.042179,0.036907,0.036907,0.033392,0.036907,0.036907,0.038664
0.042179,0.035149,0.040422,0.042179,0.036907,0.036907,0.031634,0.036907,0.036907,0.036907
0.043937,0.035149,0.040422,0.038664,0.038664,0.036907,0.033392,0.035149,0.036907,0.036907
0.043937,0.035149,0.040422,0.040422,0.036907,0.036907,0.033392,0.035149,0.038664,0.036907
0.043937,0.033392,0.040422,0.040422,0.035149,0.036907,0.035149,0.036907,0.038664,0.036907
0.043937,0.033392,0.038664,0.040422,0.036907,0.036907,0.031634,0.036907,0.038664,0.036907
0.043937,0.035149,0.040422,0.040422,0.036907,0.036907,0.029877,0.035149,0.038664,0.036907
0.043937,0.035149,0.040422,0.042179,0.036907,0.036907,0.029877,0.036907,0.038664,0.036907
0.042179,0.035149,0.042179,0.040422,0.036907,0.036907,0.031634,0.036907,0.038664,0.036907
0.042179,0.035149,0.042179,0.042179,0.036907,0.036907,0.031634,0.036907,0.038664,0.036907
0.042179,0.035149,0.042179,0.042179,0.033392,0.036907,0.031634,0.036907,0.038664,0.036907
0.042179,0.036907,0.040422,0.042179,0.035149,0.036907,0.033392,0.036907,0.038664,0.036907
0.042179,0.036907,0.040422,0.042179,0.035149,0.036907,0.033392,0.036907,0.038664,0.038664
0.042179,0.036907,0.040422,0.042179,0.035149,0.036907,0.033392,0.036907,0.038664,0.038664
0.042179,0.035149,0.040422,0.042179,0.035149,0.036907,0.035149,0.036907,0.038664,0.038664
0.042179,0.036907,0.040422,0.042179,0.035149,0.036907,0.035149,0.035149,0.038664,0.038664
0.042179,0.036907,0.040422,0.042179,0.035149,0.036907,0.035149,0.035149,0.038664,0.038664
0.042179,0.036907,0.040422,0.042179,0.035149,0.036907,0.035149,0.033392,0.038664,0.038664
0.043937,0.036907,0.040422,0.043937,0.036907,0.036907,0.035149,0.033392,0.038664,0.038664
0.043937,0.036907,0.040422,0.043937,0.036907,0.036907,0.035149,0.033392,0.038664,0.040422
0.043937,0.036907,0.040422,0.043937,0.036907,0.036907,0.035149,0.035149,0.038664,0.040422
0.043937,0.036907,0.042179,0.043937,0.035149,0.036907,0.035149,0.033392,0.038664,0.040422
0.043937,0.035149,0.042179,0.042179,0.035149,0.036907,0.035149,0.031634,0.038664,0.040422
0.042179,0.036907,0.042179,0.042179,0.035149,0.033392,0.035149,0.031634,0.036907,0.040422
0.042179,0.035149,0.042179,0.043937,0.035149,0.035149,0.035149,0.033392,0.036907,0.040422
0.042179,0.036907,0.042179,0.042179,0.035149,0.036907,0.035149,0.033392,0.038664,0.040422
0.042179,0.036907,0.042179,0.042179,0.035149,0.036907,0.035149,0.031634,0.038664,0.040422
0.042179,0.035149,0.042179,0.042179,0.035149,0.035149,0.035149,0.035149,0.040422,0.040422
0.040422,0.036907,0.042179,0.042179,0.036907,0.035149,0.035149,0.033392,0.040422,0.040422
0.042179,0.035149,0.042179,0.042179,0.036907,0.035149,0.035149,0.033392,0.040422,0.040422
0.042179,0.036907,0.042179,0.042179,0.036907,0.035149,0.035149,0.031634,0.040422,0.040422
0.043937,0.035149,0.042179,0.042179,0.036907,0.036907,0.035149,0.031634,0.040422,0.040422
0.043937,0.036907,0.042179,0.042179,0.036907,0.036907,0.035149,0.031634,0.040422,0.040422
0.042179,0.036907,0.042179,0.042179,0.036907,0.036907,0.035149,0.031634,0.040422,0.040422
0.042179,0.036907,0.042179,0.042179,0.036907,0.033392,0.035149,0.033392,0.040422,0.040422
0.042179,0.035149,0.042179,0.042179,0.036907,0.033392,0.035149,0.033392,0.042179,0.040422
0.042179,0.033392,0.042179,0.042179,0.035149,0.035149,0.035149,0.033392,0.042179,0.040422
0.042179,0.033392,0.042179,0.042179,0.035149,0.035149,0.035149,0.033392,0.040422,0.040422
0.042179,0.035149,0.042179,0.042179,0.035149,0.035149,0.035149,0.031634,0.040422,0.040422
0.042179,0.035149,0.042179,0.042179,0.036907,0.035149,0.035149,0.033392,0.040422,0.040422
0.042179,0.035149,0.042179,0.042179,0.036907,0.033392,0.036907,0.033392,0.040422,0.040422
0.042179,0.035149,0.042179,0.042179,0.036907,0.036907,0.038664,0.033392,0.040422,0.040422
0.040422,0.036907,0.042179,0.042179,0.036907,0.036907,0.038664,0.033392,0.040422,0.040422
0.040422,0.036907,0.042179,0.042179,0.035149,0.038664,0.038664,0.033392,0.040422,0.040422
0.040422,0.036907,0.042179,0.042179,0.036907,0.036907,0.036907,0.033392,0.040422,0.040422
0.040422,0.038664,0.042179,0.042179,0.036907,0.036907,0.036907,0.035149,0.040422,0.038664
0.038664,0.036907,0.042179,0.042179,0.036907,0.035149,0.036907,0.036907,0.040422,0.038664
0.038664,0.036907,0.042179,0.042179,0.036907,0.035149,0.036907,0.036907,0.040422,0.038664
0.038664,0.036907,0.042179,0.042179,0.036907,0.035149,0.036907,0.036907,0.036907,0.040422
0.038664,0.036907,0.043937,0.043937,0.036907,0.035149,0.036907,0.036907,0.036907,0.040422
0.040422,0.035149,0.043937,0.043937,0.036907,0.035149,0.035149,0.036907,0.036907,0.038664
0.040422,0.036907,0.042179,0.043937,0.036907,0.035149,0.035149,0.036907,0.036907,0.038664
0.040422,0.035149,0.042179,0.043937,0.036907,0.035149,0.036907,0.036907,0.036907,0.038664
